ID,Cluster,coordinate1,coordinate2
5905,1,204581.000000,351223.000000
4164,1,214480.000000,350807.000000
5089,1,210298.000000,350012.000000
4266,1,209276.000000,349433.000000
5498,1,206433.000000,351408.000000
5708,1,208492.000000,349155.000000
4885,1,212710.000000,350510.000000
5460,1,209691.000000,351008.000000
4128,1,207227.000000,351751.000000
5869,1,206458.000000,349207.000000
5261,1,208690.000000,349322.000000
4438,1,206661.000000,348850.000000
5670,1,211501.000000,348657.000000
5966,1,211812.000000,348973.000000
5143,1,212131.000000,350745.000000
4320,1,210179.000000,348241.000000
4026,1,205340.000000,350272.000000
5767,1,208262.000000,350855.000000
4944,1,214225.000000,349006.000000
5919,1,208373.000000,350623.000000
5467,1,212554.000000,350897.000000
4644,1,209948.000000,348285.000000
5876,1,206888.000000,348625.000000
5268,1,210060.000000,350079.000000
4445,1,211595.000000,348578.000000
5677,1,208002.000000,350341.000000
5973,1,214196.000000,351143.000000
4327,1,205346.000000,349951.000000
5365,1,210449.000000,351333.000000
5774,1,211488.000000,350049.000000
4951,1,210688.000000,350829.000000
5420,1,208268.000000,349712.000000
5829,1,214924.000000,348361.000000
5926,1,215170.000000,349892.000000
5318,1,210062.000000,349777.000000
4495,1,208336.000000,349531.000000
5727,1,214880.000000,349076.000000
4904,1,210272.000000,348853.000000
4139,1,210699.000000,348182.000000
5880,1,214140.000000,350891.000000
5057,1,209323.000000,350039.000000
5159,1,205098.000000,350619.000000
5982,1,215957.000000,348563.000000
4236,1,212098.000000,349211.000000
5977,1,208473.000000,351495.000000
4331,1,209953.000000,349805.000000
5170,1,212719.000000,350889.000000
4347,1,206110.000000,350423.000000
5579,1,205906.000000,349023.000000
4756,1,211493.000000,351646.000000
5881,1,211648.000000,350867.000000
5779,1,217690.000000,349341.000000
5066,1,207734.000000,348645.000000
5889,1,211058.000000,350202.000000
5475,1,212286.000000,349292.000000
5685,1,206857.000000,348527.000000
5981,1,215007.000000,351452.000000
5837,1,210922.000000,350283.000000
5229,1,214173.000000,348501.000000
5638,1,213096.000000,349083.000000
5116,1,208688.000000,351739.000000
5939,1,210933.000000,349422.000000
4288,1,213398.000000,350837.000000
5326,1,212002.000000,350936.000000
5735,1,209974.000000,350339.000000
4912,1,208033.000000,350389.000000
5164,1,209473.000000,350501.000000
4246,1,209541.000000,348613.000000
5987,1,214380.000000,348257.000000
4341,1,208812.000000,350206.000000
4042,1,211469.000000,351339.000000
5783,1,207411.000000,351522.000000
5068,1,206980.000000,348272.000000
5477,1,210255.000000,350720.000000
4654,1,211592.000000,349777.000000
5886,1,216906.000000,350566.000000
4242,1,205140.000000,348315.000000
5983,1,207695.000000,349853.000000
4337,1,203856.000000,350477.000000
5385,1,212256.000000,351571.000000
4562,1,205617.000000,351309.000000
5794,1,209662.000000,349374.000000
5128,1,210039.000000,350099.000000
5875,1,211771.000000,348774.000000
5052,1,212474.000000,349802.000000
4229,1,211121.000000,351636.000000
5267,1,206684.000000,351338.000000
4444,1,207307.000000,350000.000000
5676,1,208370.000000,348559.000000
5149,1,203998.000000,349032.000000
4032,1,213946.000000,351331.000000
5773,1,201188.000000,351496.000000
4950,1,209413.000000,348382.000000
4060,1,207983.000000,350148.000000
5801,1,211047.000000,348421.000000
5193,1,210132.000000,348445.000000
5602,1,211494.000000,349791.000000
5177,1,210573.000000,350743.000000
4354,1,211478.000000,351100.000000
5442,1,211815.000000,351150.000000
5851,1,206823.000000,351562.000000
5946,1,213386.000000,349616.000000
4205,1,212711.000000,350685.000000
5550,1,210509.000000,350931.000000
4727,1,212232.000000,349520.000000
5887,1,210973.000000,350395.000000
5166,1,208581.000000,351651.000000
5984,1,208903.000000,350271.000000
5161,1,205688.000000,349553.000000
5329,1,210595.000000,348488.000000
5738,1,210357.000000,348242.000000
4915,1,214289.000000,351594.000000
5130,1,212440.000000,350617.000000
4307,1,209412.000000,351357.000000
5539,1,210638.000000,349641.000000
4351,1,212579.000000,349367.000000
5190,1,211357.000000,351116.000000
4367,1,212101.000000,351599.000000
5599,1,211259.000000,348931.000000
5132,1,212218.000000,349338.000000
5690,1,204371.000000,351825.000000
4867,1,208080.000000,350325.000000
4245,1,208513.000000,348713.000000
5986,1,211274.000000,349473.000000
5530,1,210268.000000,351161.000000
4707,1,211683.000000,349929.000000
5832,1,213696.000000,350980.000000
5009,1,210408.000000,349202.000000
4186,1,207019.000000,351532.000000
5224,1,212439.000000,348931.000000
5633,1,211290.000000,350999.000000
5929,1,206865.000000,350306.000000
4283,1,212669.000000,351605.000000
5396,1,207050.000000,350183.000000
5805,1,210655.000000,351434.000000
4982,1,211221.000000,350313.000000
5606,1,208222.000000,349719.000000
4783,1,209466.000000,350407.000000
5181,1,208932.000000,351187.000000
4358,1,207683.000000,349161.000000
5999,1,213150.000000,348914.000000
5463,1,215240.000000,349482.000000
5872,1,206355.000000,350828.000000
5673,1,210652.000000,348961.000000
4850,1,208458.000000,349858.000000
4029,1,207460.000000,348822.000000
5770,1,210083.000000,350581.000000
4947,1,208382.000000,349505.000000
5992,1,211023.000000,349419.000000
5169,1,210730.000000,348522.000000
4346,1,211043.000000,348955.000000
5076,1,214293.000000,348896.000000
5894,1,210721.000000,351440.000000
5792,1,208462.000000,348180.000000
5438,1,212179.000000,351187.000000
4615,1,209937.000000,349538.000000
5847,1,211312.000000,350357.000000
5126,1,212187.000000,349821.000000
4303,1,210603.000000,348669.000000
5944,1,207999.000000,350430.000000
5461,1,210564.000000,348807.000000
5870,1,208234.000000,349336.000000
5262,1,213087.000000,349586.000000
5671,1,206420.000000,350407.000000
5967,1,210390.000000,349922.000000
4237,1,210939.000000,348260.000000
5978,1,209677.000000,349188.000000
4332,1,209195.000000,351777.000000
5569,1,209575.000000,348759.000000
5893,1,214516.000000,349980.000000
4247,1,206746.000000,350893.000000
5990,1,207359.000000,349216.000000
4344,1,213652.000000,349891.000000
5534,1,208645.000000,348871.000000
4711,1,209690.000000,348660.000000
5943,1,209230.000000,349796.000000
5120,1,203274.000000,350040.000000
5589,1,207925.000000,348333.000000
5965,1,210585.000000,348700.000000
5142,1,211292.000000,351658.000000
4319,1,210359.000000,350220.000000
4025,1,210280.000000,348934.000000
5766,1,214958.000000,350664.000000
4235,1,212608.000000,348532.000000
5976,1,210207.000000,348742.000000
5153,1,207167.000000,350804.000000
5567,1,209917.000000,349596.000000
5961,1,215206.000000,348265.000000
4315,1,208722.000000,349155.000000
5454,1,220713.000000,350297.000000
5863,1,214734.000000,351810.000000
5562,1,213731.000000,349808.000000
5958,1,209281.000000,350906.000000
4312,1,215377.000000,351455.000000
5151,1,210905.000000,348455.000000
4228,1,207752.000000,350850.000000
5969,1,215027.000000,348807.000000
4323,1,207412.000000,351172.000000
5560,1,209011.000000,348886.000000
4737,1,213972.000000,349904.000000
5405,1,211844.000000,351147.000000
4582,1,207511.000000,348811.000000
4073,1,210216.000000,351046.000000
5814,1,213185.000000,348216.000000
4991,1,208356.000000,350273.000000
5502,1,214949.000000,348315.000000
4679,1,212745.000000,351596.000000
5712,1,213451.000000,349994.000000
4889,1,205241.000000,349809.000000
5451,1,203916.000000,350058.000000
4628,1,213116.000000,348975.000000
4119,1,210123.000000,350579.000000
5860,1,213538.000000,348592.000000
5037,1,211255.000000,349068.000000
5559,1,209494.000000,350056.000000
5841,1,209689.000000,351538.000000
5540,1,215766.000000,351196.000000
5826,1,205941.000000,351283.000000
5921,1,212196.000000,349589.000000
5098,1,213710.000000,351319.000000
4275,1,203924.000000,349034.000000
5313,1,212138.000000,351555.000000
5722,1,207963.000000,350315.000000
4899,1,211406.000000,349616.000000
4270,1,210815.000000,349665.000000
5308,1,207762.000000,350118.000000
5717,1,208632.000000,349822.000000
4074,1,210019.000000,349939.000000
5815,1,211224.000000,348566.000000
4169,1,210629.000000,348937.000000
5616,1,205066.000000,350981.000000
4793,1,209353.000000,349154.000000
5909,1,210537.000000,349553.000000
4263,1,207168.000000,349470.000000
5301,1,209914.000000,349024.000000
5710,1,208873.000000,348177.000000
4887,1,205944.000000,350287.000000
5499,1,213950.000000,351450.000000
4676,1,206446.000000,351134.000000
5908,1,209112.000000,349745.000000
4262,1,214316.000000,349892.000000
5797,1,207279.000000,349806.000000
4974,1,211122.000000,350016.000000
5386,1,205660.000000,348913.000000
4563,1,203783.000000,350228.000000
4054,1,209143.000000,348800.000000
5795,1,206999.000000,349372.000000
4972,1,208032.000000,351614.000000
5780,1,215130.000000,350685.000000
4957,1,211077.000000,350932.000000
5366,1,216027.000000,349268.000000
5775,1,214762.000000,348603.000000
4952,1,201673.000000,351583.000000
5576,1,208978.000000,350955.000000
4031,1,210158.000000,350627.000000
5772,1,215172.000000,351756.000000
5348,1,205049.000000,349974.000000
4525,1,213203.000000,351738.000000
4016,1,212128.000000,350775.000000
5757,1,215076.000000,350571.000000
4934,1,207552.000000,350420.000000
5755,1,209723.000000,350521.000000
5750,1,206627.000000,349393.000000
4005,1,214925.000000,350736.000000
5746,1,209080.000000,349904.000000
5547,1,215178.000000,351612.000000
4724,1,211452.000000,349782.000000
4002,1,209086.000000,349496.000000
5743,1,212405.000000,348576.000000
5544,1,208314.000000,351736.000000
5741,1,208198.000000,349189.000000
5737,1,208033.000000,349902.000000
4914,1,212050.000000,348169.000000
5324,1,216338.000000,350105.000000
5733,1,213684.000000,349761.000000
4910,1,207763.000000,349760.000000
5320,1,208569.000000,349510.000000
5729,1,211713.000000,348991.000000
4906,1,205805.000000,348768.000000
5316,1,212433.000000,351815.000000
5725,1,207412.000000,349887.000000
4902,1,206949.000000,349369.000000
5721,1,207620.000000,348418.000000
4898,1,206343.000000,350217.000000
5719,1,209142.000000,350926.000000
5715,1,208223.000000,349516.000000
4892,1,211212.000000,349063.000000
5704,1,208952.000000,349969.000000
5294,1,213795.000000,349829.000000
5703,1,215024.000000,349094.000000
5292,1,209898.000000,351701.000000
5701,1,212610.000000,349195.000000
5291,1,208703.000000,350831.000000
4468,1,208342.000000,349243.000000
5700,1,210880.000000,349245.000000
5697,1,209608.000000,350828.000000
5692,1,212372.000000,351318.000000
4869,1,209783.000000,349081.000000
5679,1,214170.000000,351124.000000
4856,1,209647.000000,348756.000000
5667,1,208307.000000,349884.000000
5662,1,216608.000000,348526.000000
4839,1,205902.000000,350670.000000
5250,1,207460.000000,348710.000000
5659,1,205030.000000,348431.000000
4836,1,212250.000000,351126.000000
5653,1,208949.000000,349672.000000
4830,1,211890.000000,349145.000000
5650,1,205620.000000,349756.000000
4827,1,206530.000000,349147.000000
5238,1,210506.000000,348386.000000
5647,1,208712.000000,349064.000000
4824,1,207399.000000,348261.000000
5641,1,213126.000000,349284.000000
5640,1,210797.000000,348579.000000
5227,1,210847.000000,351398.000000
5636,1,212096.000000,350869.000000
5225,1,209121.000000,349676.000000
4402,1,205992.000000,348807.000000
5634,1,211157.000000,348932.000000
4811,1,207511.000000,351425.000000
5632,1,210572.000000,349467.000000
4809,1,208161.000000,350610.000000
5629,1,212879.000000,348218.000000
4806,1,207855.000000,351308.000000
5628,1,206430.000000,349556.000000
4805,1,212714.000000,351545.000000
5215,1,210400.000000,349904.000000
4392,1,203322.000000,348362.000000
5624,1,212469.000000,351213.000000
4801,1,211612.000000,351520.000000
5622,1,212936.000000,350516.000000
4799,1,214523.000000,349549.000000
5212,1,212054.000000,350437.000000
5621,1,209188.000000,351493.000000
5204,1,208753.000000,349855.000000
4381,1,213773.000000,348859.000000
5613,1,209018.000000,348250.000000
5610,1,211462.000000,351571.000000
5196,1,212646.000000,348807.000000
4373,1,211849.000000,351220.000000
5605,1,213213.000000,349475.000000
4782,1,211383.000000,350849.000000
5603,1,212528.000000,350596.000000
4780,1,209757.000000,348585.000000
5178,1,211862.000000,351830.000000
5587,1,212721.000000,350053.000000
4764,1,209868.000000,351290.000000
5991,1,210254.000000,348201.000000
4345,1,210838.000000,348611.000000
5582,1,204077.000000,351250.000000
5570,1,211241.000000,349085.000000
4747,1,207098.000000,349420.000000
5553,1,204282.000000,348211.000000
4730,1,210886.000000,350806.000000
5042,1,207992.000000,349424.000000
5038,1,208216.000000,348959.000000
5029,1,210223.000000,350218.000000
5021,1,214006.000000,349969.000000
5011,1,207954.000000,350147.000000
5008,1,215150.000000,351311.000000
5005,1,211204.000000,350405.000000
5004,1,214241.000000,348978.000000
5002,1,211482.000000,351508.000000
5001,1,206679.000000,349232.000000
4998,1,206078.000000,349355.000000
5916,1,209461.000000,351384.000000
4175,1,207831.000000,350510.000000
4995,1,208400.000000,351750.000000
4985,1,211009.000000,351322.000000
4162,1,208119.000000,348634.000000
4977,1,209376.000000,350506.000000
4154,1,212180.000000,349792.000000
4976,1,205871.000000,349982.000000
4973,1,203083.000000,348802.000000
4966,1,205673.000000,350136.000000
5884,1,203681.000000,350162.000000
4143,1,214679.000000,349347.000000
4965,1,212287.000000,348988.000000
4964,1,202430.000000,349395.000000
5882,1,208921.000000,348572.000000
4141,1,212649.000000,349496.000000
4962,1,211570.000000,351706.000000
4958,1,209995.000000,350091.000000
4955,1,210349.000000,349501.000000
4954,1,210632.000000,350387.000000
4948,1,211428.000000,350444.000000
4942,1,210925.000000,349401.000000
4941,1,206052.000000,350763.000000
4936,1,212093.000000,350555.000000
4931,1,210428.000000,348357.000000
4930,1,213917.000000,349103.000000
4922,1,207438.000000,350118.000000
4921,1,208364.000000,350176.000000
4917,1,209125.000000,349058.000000
4916,1,201528.000000,348251.000000
4913,1,215251.000000,350779.000000
4909,1,206307.000000,348438.000000
4907,1,211076.000000,350135.000000
4905,1,209124.000000,348766.000000
4903,1,215486.000000,349556.000000
4900,1,207979.000000,350262.000000
4895,1,208424.000000,351574.000000
4893,1,206174.000000,351073.000000
4890,1,207047.000000,349450.000000
4886,1,210834.000000,348621.000000
4882,1,207762.000000,349112.000000
4876,1,210430.000000,350060.000000
4871,1,207771.000000,348970.000000
4868,1,209606.000000,348859.000000
4866,1,208559.000000,350247.000000
4865,1,206627.000000,348406.000000
4863,1,215026.000000,350487.000000
4852,1,213074.000000,349525.000000
4849,1,213662.000000,348299.000000
4846,1,209518.000000,350051.000000
4843,1,209816.000000,350720.000000
4842,1,210439.000000,348272.000000
4838,1,215909.000000,350713.000000
4832,1,212222.000000,348975.000000
4829,1,212843.000000,351117.000000
4828,1,210375.000000,351707.000000
4825,1,210360.000000,348661.000000
4823,1,210657.000000,350764.000000
4820,1,209950.000000,351538.000000
4807,1,207531.000000,348830.000000
4804,1,208201.000000,351143.000000
4803,1,210259.000000,350409.000000
4802,1,213867.000000,349030.000000
4797,1,208091.000000,349733.000000
4789,1,206806.000000,348361.000000
4785,1,208828.000000,350221.000000
4781,1,210800.000000,348752.000000
4778,1,211385.000000,350752.000000
4777,1,207872.000000,349181.000000
4775,1,215436.000000,350062.000000
4774,1,206347.000000,348216.000000
4773,1,210392.000000,350475.000000
4772,1,214864.000000,351501.000000
4770,1,205368.000000,348624.000000
4769,1,212281.000000,349655.000000
4767,1,214744.000000,350626.000000
4765,1,206606.000000,350385.000000
4763,1,209057.000000,349559.000000
4762,1,213726.000000,348449.000000
4758,1,210955.000000,348337.000000
4757,1,211358.000000,349936.000000
4755,1,210263.000000,348789.000000
4752,1,212750.000000,348563.000000
4750,1,205760.000000,348904.000000
4749,1,207672.000000,350416.000000
4748,1,209903.000000,350398.000000
4742,1,211406.000000,348541.000000
4740,1,214335.000000,350226.000000
4738,1,209727.000000,350321.000000
4734,1,212705.000000,349592.000000
4731,1,210393.000000,351097.000000
4729,1,210825.000000,349257.000000
4725,1,209513.000000,351270.000000
4715,1,208264.000000,351275.000000
4714,1,212732.000000,348625.000000
4713,1,212190.000000,350198.000000
4712,1,209034.000000,351426.000000
4705,1,208237.000000,350193.000000
4703,1,205813.000000,349195.000000
4702,1,208733.000000,349692.000000
4697,1,210603.000000,350987.000000
4690,1,209442.000000,349036.000000
4687,1,208442.000000,348466.000000
4685,1,208245.000000,351226.000000
4684,1,208335.000000,351526.000000
4680,1,207778.000000,350914.000000
4673,1,211736.000000,349403.000000
4671,1,210897.000000,351724.000000
4670,1,209509.000000,348344.000000
4665,1,208092.000000,350489.000000
4662,1,207782.000000,349119.000000
4661,1,208798.000000,348307.000000
4660,1,213356.000000,351170.000000
4646,1,210865.000000,350376.000000
4642,1,205821.000000,349598.000000
4639,1,211966.000000,349106.000000
4633,1,206957.000000,350913.000000
4629,1,212045.000000,348162.000000
4626,1,204619.000000,349337.000000
4612,1,210966.000000,349144.000000
4608,1,211397.000000,349947.000000
4601,1,204319.000000,349919.000000
4600,1,212788.000000,351366.000000
4592,1,209609.000000,349348.000000
4591,1,211561.000000,351082.000000
4590,1,212047.000000,348761.000000
4588,1,211577.000000,348789.000000
4587,1,206168.000000,349423.000000
4583,1,211186.000000,351324.000000
4576,1,210265.000000,349196.000000
4575,1,207929.000000,350779.000000
4572,1,204815.000000,350670.000000
4570,1,211075.000000,351172.000000
4567,1,208814.000000,349326.000000
4565,1,205848.000000,351211.000000
4560,1,207424.000000,349278.000000
4559,1,213935.000000,351025.000000
4556,1,213251.000000,349758.000000
4554,1,203992.000000,349966.000000
4551,1,208257.000000,351283.000000
4548,1,213948.000000,349754.000000
4547,1,208860.000000,349863.000000
4540,1,210875.000000,350544.000000
4536,1,208607.000000,351819.000000
4535,1,207294.000000,350485.000000
4534,1,212061.000000,351111.000000
4532,1,215661.000000,348363.000000
4516,1,206692.000000,349838.000000
4515,1,209551.000000,351571.000000
4511,1,205862.000000,350764.000000
4509,1,209684.000000,350277.000000
4504,1,207682.000000,349484.000000
4492,1,208899.000000,349963.000000
4483,1,210692.000000,349861.000000
4477,1,207982.000000,349739.000000
4475,1,207573.000000,351818.000000
4472,1,204955.000000,351225.000000
4465,1,206126.000000,350456.000000
4459,1,210755.000000,351068.000000
4449,1,206744.000000,351191.000000
4448,1,213807.000000,350111.000000
